t1_result,t2_result,t1p1_champion,t1p1_class,t1p2_champion,t1p2_class,t1p3_champion,t1p3_class,t1p4_champion,t1p4_class,t1p5_champion,t1p5_class,t2p1_champion,t2p1_class,t2p2_champion,t2p2_class,t2p3_champion,t2p3_class,t2p4_champion,t2p4_class,t2p5_champion,t2p5_class,t1_totalgold,t2_totalgold,t1_barons,t2_barons,t1_dragons,t2_dragons,t1_heralds,t2_heralds,t1_towers,t2_towers,t1_inhibitors,t2_inhibitors,t1_kills,t2_kills,t1_totalcs,t2_totalcs
0,1,Sion,Warrior,Maokai,Tank,Akali,Assassin,Varus,Marksman,Nautilus,Tank-Support,Yone,Warrior,Karthus,Mage,Galio,Mage,Xayah,Marksman,Braum,Tank-Support,53211,66137,0,1,2,2,0,1,3,3,0,0,6,19,1092,1093
1,0,Jax,Warrior,Maokai,Tank,Corki,Marksman,Varus,Marksman,Blitzcrank,Support,Shen,Tank,Xin Zhao,Warrior,Azir,Mage,Ashe,Marksman,Alistar,Tank-Support,76813,66154,2,1,2,4,1,0,11,3,4,0,18,8,1357,1351
1,0,Jax,Warrior,Lee Sin,Warrior-Assassin,Twisted Fate,Mage-Assassin,Varus,Marksman,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Poppy,Tank-Warrior,Azir,Mage,Xayah,Marksman,Leona,Tank,78658,66194,1,0,4,2,0,1,10,2,3,0,18,9,1433,1330
0,1,Rumble,Mage-Warrior,Wukong,Warrior,Sylas,Mage-Warrior,Senna,Marksman-Support,Tahm Kench,Tank-Support,Jayce,Warrior,Rell,Tank-Support,Corki,Marksman,Kalista,Marksman,Nautilus,Tank-Support,56433,66202,0,1,2,3,0,1,2,2,0,0,11,18,1043,1104
0,1,Jax,Warrior,Vi,Warrior,Twisted Fate,Mage-Assassin,Senna,Marksman-Support,Maokai,Tank,K'Sante,Tank-Warrior,Rell,Tank-Support,Tristana,Marksman,Lucian,Marksman,Nami,Support,58432,66221,1,0,3,2,1,0,5,5,0,0,15,21,940,1124
0,1,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Corki,Marksman,Kalista,Marksman,Senna,Marksman-Support,Jax,Warrior,Maokai,Tank,Syndra,Mage,Draven,Marksman,Renata Glasc,Support,57949,66498,1,0,0,4,0,0,2,2,0,0,15,30,989,984
1,0,Rumble,Mage-Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Lucian,Marksman,Nami,Support,K'Sante,Tank-Warrior,Sejuani,Tank,Akali,Assassin,Aphelios,Marksman,Milio,Support,73867,66523,2,0,4,2,1,0,11,3,4,0,9,12,1299,1246
0,1,Ornn,Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Lucian,Marksman,Milio,Support,K'Sante,Tank-Warrior,Vi,Warrior,Neeko,Mage,Caitlyn,Marksman,Senna,Marksman-Support,49412,66646,0,1,0,5,0,1,2,2,0,0,4,18,981,1072
0,1,Jax,Warrior,Xin Zhao,Warrior,LeBlanc,Mage-Assassin,Varus,Marksman,Bard,Support,K'Sante,Tank-Warrior,Brand,Mage,Tristana,Marksman,Ziggs,Mage,Rell,Tank-Support,61859,66652,0,1,1,4,0,1,3,3,0,0,16,21,1179,1158
1,0,Aatrox,Warrior,Maokai,Tank,Orianna,Mage,Ezreal,Mage-Marksman,Ashe,Marksman,Yone,Warrior,Jarvan IV,Tank-Warrior,Taliyah,Mage,Draven,Marksman,Varus,Marksman,68569,66685,0,0,4,1,0,0,7,7,1,1,18,8,1281,1284
1,0,Rumble,Mage-Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Lucian,Marksman,Milio,Support,Jax,Warrior,Xin Zhao,Warrior,Akali,Assassin,Varus,Marksman,Nautilus,Tank-Support,73325,66756,2,0,4,1,1,0,8,6,2,0,17,10,1304,1345
0,1,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Ahri,Mage,Aphelios,Marksman,Rakan,Support,Volibear,Tank-Warrior,Trundle,Warrior,Orianna,Mage,Kalista,Marksman,Renata Glasc,Support,62596,66760,0,2,2,4,0,1,2,10,0,2,16,15,1088,1100
0,1,Aatrox,Warrior,Ivern,Mage,Hwei,Mage,Zeri,Marksman,Leona,Tank,Yone,Warrior,Rell,Tank-Support,Sylas,Mage-Warrior,Smolder,Marksman,Rakan,Support,56850,66762,0,1,3,1,0,1,2,2,0,0,11,15,1115,1215
0,1,Aatrox,Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Senna,Marksman-Support,Cho'Gath,,K'Sante,Tank-Warrior,Trundle,Warrior,Corki,Marksman,Seraphine,Mage-Support,Rakan,Support,58227,66772,0,0,2,3,0,1,3,3,0,0,2,21,1180,1134
1,0,K'Sante,Tank-Warrior,Rell,Tank-Support,Orianna,Mage,Aphelios,Marksman,Renata Glasc,Support,Gnar,Warrior,Nocturne,Assassin,Azir,Mage,Kalista,Marksman,Rakan,Support,75678,66792,1,1,4,2,1,0,11,11,3,3,19,4,1345,1407
0,1,Udyr,Warrior,Nocturne,Assassin,Orianna,Mage,Kalista,Marksman,Rell,Tank-Support,Jax,Warrior,Maokai,Tank,Azir,Mage,Varus,Marksman,Bard,Support,57975,66823,0,0,2,3,0,0,1,1,0,0,13,17,1109,1144
1,0,Rumble,Mage-Warrior,Bel'Veth,Warrior,Neeko,Mage,Sivir,Marksman,Renata Glasc,Support,Udyr,Warrior,Vi,Warrior,Ahri,Mage,Xayah,Marksman,Rakan,Support,72304,66834,1,1,2,3,0,1,8,8,1,1,15,12,1321,1193
0,1,Jax,Warrior,Rell,Tank-Support,Azir,Mage,Kalista,Marksman,Renata Glasc,Support,Aatrox,Warrior,Xin Zhao,Warrior,Neeko,Mage,Draven,Marksman,Blitzcrank,Support,62228,66883,0,1,1,3,0,1,7,7,1,1,18,24,1071,1033
0,1,Gragas,Mage-Warrior,Graves,Marksman,Akali,Assassin,Kalista,Marksman,Renata Glasc,Support,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Senna,Marksman-Support,Tahm Kench,Tank-Support,57869,66940,0,0,3,2,0,0,5,5,1,1,11,21,1065,1081
0,1,Poppy,Tank-Warrior,Rell,Tank-Support,Azir,Mage,Aphelios,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Orianna,Mage,Varus,Marksman,Nautilus,Tank-Support,65560,66978,1,1,3,2,1,0,8,8,1,1,15,17,1136,1192
0,1,Udyr,Warrior,Ivern,Mage,Orianna,Mage,Aphelios,Marksman,Milio,Support,K'Sante,Tank-Warrior,Rell,Tank-Support,Viktor,Mage,Kalista,Marksman,Senna,Marksman-Support,54041,67017,0,1,1,5,0,1,1,1,0,0,8,8,1040,1157
0,1,Tryndamere,Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Varus,Marksman,Renata Glasc,Support,Udyr,Warrior,Viego,Warrior,Akali,Assassin,Tristana,Marksman,Thresh,Tank-Support,57670,67026,1,0,1,4,0,1,3,3,0,0,8,21,1103,1243
0,1,Rumble,Mage-Warrior,Rell,Tank-Support,Jayce,Warrior,Jhin,Marksman,Ashe,Marksman,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Varus,Marksman,Pyke,Support,54945,67113,0,0,0,4,0,0,5,5,0,0,8,23,987,1022
0,1,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Neeko,Mage,Kalista,Marksman,Rell,Tank-Support,Garen,Tank-Warrior,Graves,Marksman,Orianna,Mage,Varus,Marksman,Ashe,Marksman,58109,67113,1,1,2,3,0,1,2,7,0,1,9,14,1160,1283
1,0,Ornn,Warrior,Xin Zhao,Warrior,Neeko,Mage,Lucian,Marksman,Nami,Support,Milio,Support,Mordekaiser,Warrior,Corki,Marksman,Aphelios,Marksman,Malphite,Tank,70112,67152,1,1,2,3,1,0,8,8,2,2,24,19,1056,1039
0,1,Udyr,Warrior,Maokai,Tank,LeBlanc,Mage-Assassin,Kalista,Marksman,Blitzcrank,Support,Rumble,Mage-Warrior,Vi,Warrior,Kai'Sa,Marksman,Varus,Marksman,Renata Glasc,Support,60927,67193,0,1,2,3,1,0,5,5,0,0,23,26,1031,999
1,0,K'Sante,Tank-Warrior,Sejuani,Tank,Akali,Assassin,Xayah,Marksman,Rakan,Support,Aatrox,Warrior,Maokai,Tank,Azir,Mage,Senna,Marksman-Support,Tahm Kench,Tank-Support,78849,67234,2,0,4,2,1,0,9,9,1,1,15,4,1456,1334
1,0,K'Sante,Tank-Warrior,Rell,Tank-Support,Akali,Assassin,Lucian,Marksman,Nami,Support,Aatrox,Warrior,Poppy,Tank-Warrior,Orianna,Mage,Caitlyn,Marksman,Milio,Support,80771,67242,2,0,3,3,0,0,10,10,2,2,17,8,1351,1304
1,0,Gnar,Warrior,Poppy,Tank-Warrior,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Viego,Warrior,Hwei,Mage,Ezreal,Mage-Marksman,Braum,Tank-Support,76008,67252,1,1,3,4,0,1,9,9,1,1,9,4,1504,1320
1,0,Rumble,Mage-Warrior,Rell,Tank-Support,Tristana,Marksman,Sivir,Marksman,Ashe,Marksman,Udyr,Warrior,Viego,Warrior,Neeko,Mage,Varus,Marksman,Maokai,Tank,76885,67269,1,0,0,4,0,0,9,9,1,1,18,17,1258,1219
1,0,Jax,Warrior,Poppy,Tank-Warrior,Azir,Mage,Varus,Marksman,Renata Glasc,Support,K'Sante,Tank-Warrior,Rell,Tank-Support,Taliyah,Mage,Xayah,Marksman,Rakan,Support,74249,67281,2,1,3,2,0,1,9,6,1,0,21,16,1194,1195
0,1,Udyr,Warrior,Poppy,Tank-Warrior,Orianna,Mage,Aphelios,Marksman,Milio,Support,Gnar,Warrior,Sejuani,Tank,Azir,Mage,Varus,Marksman,Bard,Support,61478,67292,0,1,1,4,1,0,3,3,0,0,3,3,1281,1259
0,1,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Akali,Assassin,Sion,Warrior,Senna,Marksman-Support,Jax,Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Varus,Marksman,Ashe,Marksman,56825,67357,0,1,1,4,1,0,3,10,0,3,13,29,981,1004
0,1,Aatrox,Warrior,Brand,Mage,Akali,Assassin,Kalista,Marksman,Rell,Tank-Support,Jax,Warrior,Sejuani,Tank,LeBlanc,Mage-Assassin,Senna,Marksman-Support,Tahm Kench,Tank-Support,57707,67485,0,0,3,2,0,0,3,3,0,0,10,15,1085,1107
1,0,Rumble,Mage-Warrior,Poppy,Tank-Warrior,Neeko,Mage,Lucian,Marksman,Milio,Support,Ryze,Mage,Lee Sin,Warrior-Assassin,Orianna,Mage,Xayah,Marksman,Rakan,Support,74324,67527,2,1,3,2,0,0,8,4,1,0,22,8,1276,1328
0,1,K'Sante,Tank-Warrior,Viego,Warrior,Taliyah,Mage,Tristana,Marksman,Nautilus,Tank-Support,Renekton,Warrior,Kayn,Assassin,Cassiopeia,Mage,Seraphine,Mage-Support,Rell,Tank-Support,58418,67538,0,1,2,3,0,1,6,6,1,1,7,16,1153,1154
1,0,K'Sante,Tank-Warrior,Rell,Tank-Support,Hwei,Mage,Varus,Marksman,Bard,Support,Rumble,Mage-Warrior,Lee Sin,Warrior-Assassin,Akali,Assassin,Senna,Marksman-Support,Maokai,Tank,72208,67575,1,1,3,3,0,1,9,9,1,1,24,22,1103,1058
1,0,K'Sante,Tank-Warrior,Vi,Warrior,Neeko,Mage,Aphelios,Marksman,Milio,Support,Gnar,Warrior,Rell,Tank-Support,Syndra,Mage,Lucian,Marksman,Nami,Support,76190,67624,2,0,4,2,1,0,10,10,2,2,24,12,1182,1187
0,1,Sett,Tank-Warrior,Ivern,Mage,Syndra,Mage,Lucian,Marksman,Nami,Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Orianna,Mage,Aphelios,Marksman,Lulu,Support,61848,67660,1,1,0,5,0,1,4,9,0,2,16,17,1055,1079
0,1,Aatrox,Warrior,Maokai,Tank,Corki,Marksman,Lucian,Marksman,Milio,Support,Udyr,Warrior,Brand,Mage,Tristana,Marksman,Senna,Marksman-Support,Nautilus,Tank-Support,60289,67666,0,1,3,3,0,1,3,3,0,0,11,13,1117,1056
1,0,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Xayah,Marksman,Rakan,Support,Illaoi,Tank-Warrior,Xin Zhao,Warrior,Azir,Mage,Ezreal,Mage-Marksman,Senna,Marksman-Support,77405,67699,2,0,2,4,0,1,10,10,2,2,25,8,1237,1308
0,1,Aatrox,Warrior,Xin Zhao,Warrior,Neeko,Mage,Kalista,Marksman,Rakan,Support,Ornn,Warrior,Lillia,Mage,Tristana,Marksman,Miss Fortune,Marksman,Alistar,Tank-Support,59162,67748,0,1,2,2,1,0,5,5,0,0,10,22,1130,1196
0,1,Jax,Warrior,Vi,Warrior,Azir,Mage,Zeri,Marksman,Lulu,Support,K'Sante,Tank-Warrior,Rell,Tank-Support,Sylas,Mage-Warrior,Lucian,Marksman,Milio,Support,60324,67768,0,1,2,4,0,1,4,7,0,1,6,15,1209,1190
0,1,Karma,Mage-Support,Xin Zhao,Warrior,Corki,Marksman,Ezreal,Mage-Marksman,Leona,Tank,Rumble,Mage-Warrior,Vi,Warrior,Hwei,Mage,Draven,Marksman,Rell,Tank-Support,50835,67804,0,1,1,4,0,1,2,2,0,0,10,26,925,1006
0,1,Aatrox,Warrior,Jarvan IV,Tank-Warrior,Viktor,Mage,Lucian,Marksman,Nami,Support,Gnar,Warrior,Rell,Tank-Support,Orianna,Mage,Caitlyn,Marksman,Milio,Support,62643,67942,1,0,3,2,0,1,4,4,0,0,6,13,1231,1215
0,1,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Azir,Mage,Varus,Marksman,Neeko,Mage,Udyr,Warrior,Maokai,Tank,Tristana,Marksman,Lucian,Marksman,Nami,Support,59766,67968,0,1,2,2,1,0,5,5,0,0,11,17,1099,1156
0,1,Ornn,Warrior,Xin Zhao,Warrior,Yone,Warrior,Varus,Marksman,Leona,Tank,Gwen,Warrior,Viego,Warrior,Neeko,Mage,Jhin,Marksman,Galio,Mage,60239,68000,0,1,1,4,0,1,3,3,0,0,11,20,1155,1141
1,0,Renekton,Warrior,Xin Zhao,Warrior,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,Aatrox,Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Lucian,Marksman,Milio,Support,71812,68001,0,1,4,2,0,0,7,4,1,0,23,20,1219,1150
1,0,Kennen,Mage,Nocturne,Assassin,LeBlanc,Mage-Assassin,Kalista,Marksman,Renata Glasc,Support,K'Sante,Tank-Warrior,Rell,Tank-Support,Azir,Mage,Draven,Marksman,Senna,Marksman-Support,80155,68042,3,0,4,1,1,0,11,3,5,0,22,10,1232,1255
0,1,Rumble,Mage-Warrior,Rell,Tank-Support,Twisted Fate,Mage-Assassin,Draven,Marksman,Renata Glasc,Support,Ornn,Warrior,Vi,Warrior,Corki,Marksman,Ezreal,Mage-Marksman,Ashe,Marksman,63934,68153,1,0,0,5,1,0,8,8,2,2,26,25,878,1073
0,1,Udyr,Warrior,Poppy,Tank-Warrior,Azir,Mage,Xayah,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Vi,Warrior,Viktor,Mage,Senna,Marksman-Support,Seraphine,Mage-Support,62184,68220,1,0,4,2,1,0,8,8,0,0,11,15,1091,1058
0,1,K'Sante,Tank-Warrior,Sejuani,Tank,Corki,Marksman,Varus,Marksman,Alistar,Tank-Support,Jax,Warrior,Vi,Warrior,Akali,Assassin,Xayah,Marksman,Rell,Tank-Support,51465,68231,0,1,0,5,0,1,0,0,0,0,4,12,1091,1300
0,1,Rumble,Mage-Warrior,Lee Sin,Warrior-Assassin,Syndra,Mage,Aphelios,Marksman,Renata Glasc,Support,Udyr,Warrior,Maokai,Tank,Jayce,Warrior,Lucian,Marksman,Milio,Support,59604,68287,0,1,1,4,0,1,3,9,0,1,4,13,1251,1265
1,0,Jax,Warrior,Xin Zhao,Warrior,Lissandra,Mage,Xayah,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Maokai,Tank,Azir,Mage,Kai'Sa,Marksman,Rell,Tank-Support,74736,68335,0,0,3,2,0,0,9,9,2,2,32,24,1151,1096
0,1,Jax,Warrior,Maokai,Tank,Jayce,Warrior,Ziggs,Mage,Nautilus,Tank-Support,Kennen,Mage,Nocturne,Assassin,Azir,Mage,Xayah,Marksman,Rakan,Support,53883,68460,0,1,0,5,1,0,4,4,0,0,4,15,1102,1214
0,1,Aatrox,Warrior,Xin Zhao,Warrior,Orianna,Mage,Varus,Marksman,Nautilus,Tank-Support,Renekton,Warrior,Rell,Tank-Support,Akali,Assassin,Ashe,Marksman,Renata Glasc,Support,63323,68481,0,1,2,4,1,0,5,5,0,0,14,19,1139,1127
0,1,Udyr,Warrior,Trundle,Warrior,Orianna,Mage,Varus,Marksman,Renata Glasc,Support,K'Sante,Tank-Warrior,Rell,Tank-Support,Tristana,Marksman,Miss Fortune,Marksman,Bard,Support,54756,68637,0,0,3,2,0,0,1,1,0,0,6,17,1146,1156
1,0,Aatrox,Warrior,Maokai,Tank,Corki,Marksman,Jhin,Marksman,Braum,Tank-Support,Trundle,Warrior,Morgana,Mage-Support,Ezreal,Mage-Marksman,Kalista,Marksman,Nautilus,Tank-Support,78241,68643,1,1,4,2,1,0,8,8,1,1,30,5,1318,1324
0,1,Renekton,Warrior,Vi,Warrior,Azir,Mage,Kalista,Marksman,Renata Glasc,Support,Aatrox,Warrior,Xin Zhao,Warrior,Ahri,Mage,Draven,Marksman,Milio,Support,56403,68702,0,2,2,3,1,0,6,9,0,1,6,18,1120,1112
0,1,Aatrox,Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Varus,Marksman,Rakan,Support,Gwen,Warrior,Xin Zhao,Warrior,Azir,Mage,Jhin,Marksman,Bard,Support,55881,68768,0,2,2,3,0,1,3,9,0,1,4,16,1150,1244
1,0,K'Sante,Tank-Warrior,Jax,Warrior,Azir,Mage,Varus,Marksman,Braum,Tank-Support,Kayle,Mage,Xin Zhao,Warrior,Orianna,Mage,Kalista,Marksman,Rell,Tank-Support,72120,68833,2,1,2,3,1,0,8,8,1,1,18,15,1261,1247
1,0,Udyr,Warrior,Vi,Warrior,Orianna,Mage,Senna,Marksman-Support,Ornn,Warrior,Rumble,Mage-Warrior,Viego,Warrior,Azir,Mage,Aphelios,Marksman,Tahm Kench,Tank-Support,79762,68862,1,0,4,2,1,0,8,8,2,2,24,13,1382,1282
0,1,Aatrox,Warrior,Xin Zhao,Warrior,Akali,Assassin,Aphelios,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Sejuani,Tank,Azir,Mage,Varus,Marksman,Blitzcrank,Support,64887,68866,1,1,2,4,1,0,3,8,0,1,14,14,1195,1263
0,1,K'Sante,Tank-Warrior,Vi,Warrior,Neeko,Mage,Aphelios,Marksman,Milio,Support,Gnar,Warrior,Rell,Tank-Support,Azir,Mage,Lucian,Marksman,Nami,Support,56695,68894,0,1,2,3,0,1,1,1,0,0,7,9,1143,1358
1,0,Udyr,Warrior,Maokai,Tank,Jayce,Warrior,Kalista,Marksman,Renata Glasc,Support,Rumble,Mage-Warrior,Xin Zhao,Warrior,Corki,Marksman,Varus,Marksman,Zyra,Mage-Support,74841,68926,1,0,3,3,1,0,9,9,1,1,27,15,1152,1118
0,1,Udyr,Warrior,Kindred,Assassin,Azir,Mage,Senna,Marksman-Support,Tahm Kench,Tank-Support,K'Sante,Tank-Warrior,Maokai,Tank,Yone,Warrior,Lucian,Marksman,Milio,Support,58111,68938,0,0,0,4,0,0,3,3,0,0,6,23,1111,1061
0,1,K'Sante,Tank-Warrior,Vi,Warrior,Neeko,Mage,Varus,Marksman,Rakan,Support,Aatrox,Warrior,Lee Sin,Warrior-Assassin,Aurelion Sol,Mage,Aphelios,Marksman,Nautilus,Tank-Support,58999,68977,0,2,2,3,1,0,3,10,0,1,15,18,1059,1176
0,1,Kennen,Mage,Rell,Tank-Support,Corki,Marksman,Kalista,Marksman,Renata Glasc,Support,Renekton,Warrior,Vi,Warrior,Neeko,Mage,Varus,Marksman,Blitzcrank,Support,52534,68979,0,2,1,4,0,1,2,9,0,1,5,25,1031,1151
0,1,Jax,Warrior,Sejuani,Tank,Azir,Mage,Lucian,Marksman,Milio,Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Karma,Mage-Support,Senna,Marksman-Support,Nautilus,Tank-Support,62023,68991,0,1,1,4,1,0,2,2,0,0,13,22,1101,1011
0,1,Aatrox,Warrior,Maokai,Tank,Corki,Marksman,Caitlyn,Marksman,Milio,Support,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Karma,Mage-Support,Lucian,Marksman,Nami,Support,59504,68996,0,0,0,4,0,0,2,2,0,0,5,14,1226,1202
0,1,Malphite,Tank,Ivern,Mage,Viktor,Mage,Varus,Marksman,Blitzcrank,Support,Ornn,Warrior,Xin Zhao,Warrior,Akali,Assassin,Senna,Marksman-Support,Seraphine,Mage-Support,57617,69027,0,1,2,3,0,1,2,2,0,0,13,28,1029,1041
0,1,Jax,Warrior,Viego,Warrior,Corki,Marksman,Kalista,Marksman,Rell,Tank-Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,60019,69255,0,1,2,3,0,1,2,2,0,0,13,26,1127,1161
1,0,K'Sante,Tank-Warrior,Viego,Warrior,Syndra,Mage,Varus,Marksman,Heimerdinger,Mage,Aatrox,Warrior,Brand,Mage,Jayce,Warrior,Kalista,Marksman,Neeko,Mage,77971,69320,2,0,3,2,0,1,11,11,3,3,32,22,1168,1216
0,1,Udyr,Warrior,Rell,Tank-Support,Azir,Mage,Caitlyn,Marksman,Ashe,Marksman,Rumble,Mage-Warrior,Maokai,Tank,Yone,Warrior,Lucian,Marksman,Milio,Support,54938,69322,0,1,1,3,0,1,2,11,0,3,8,23,1039,1135
0,1,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Sylas,Mage-Warrior,Varus,Marksman,Rell,Tank-Support,Gnar,Warrior,Maokai,Tank,Corki,Marksman,Kalista,Marksman,Nautilus,Tank-Support,68198,69377,1,1,1,4,1,0,6,6,0,0,15,22,1185,1108
0,1,Zac,Tank-Warrior,Nocturne,Assassin,Orianna,Mage,Ashe,Marksman,Rell,Tank-Support,Gwen,Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Ezreal,Mage-Marksman,Rakan,Support,59952,69377,0,1,2,3,1,0,3,3,0,0,10,13,1174,1258
1,0,Zac,Tank-Warrior,Vi,Warrior,Orianna,Mage,Varus,Marksman,Nautilus,Tank-Support,Mordekaiser,Warrior,Rell,Tank-Support,Corki,Marksman,Ezreal,Mage-Marksman,Ashe,Marksman,78655,69409,2,0,3,4,0,1,11,11,3,3,27,18,1253,1243
0,1,Aatrox,Warrior,Jax,Warrior,Orianna,Mage,Senna,Marksman-Support,Nautilus,Tank-Support,Renekton,Warrior,Xin Zhao,Warrior,Neeko,Mage,Seraphine,Mage-Support,Rakan,Support,65203,69415,0,1,3,2,0,1,4,4,0,0,9,16,1288,1192
0,1,Udyr,Warrior,Graves,Marksman,Azir,Mage,Lucian,Marksman,Milio,Support,Darius,Tank-Warrior,Vi,Warrior,Orianna,Mage,Varus,Marksman,Rell,Tank-Support,53774,69455,0,2,2,3,0,1,2,11,0,4,11,26,982,1064
0,1,Aatrox,Warrior,Vi,Warrior,Ahri,Mage,Varus,Marksman,Blitzcrank,Support,Udyr,Warrior,Lee Sin,Warrior-Assassin,Neeko,Mage,Lucian,Marksman,Milio,Support,60366,69622,0,1,1,4,1,0,2,2,0,0,14,19,1083,1098
0,1,Yone,Warrior,Xin Zhao,Warrior,Syndra,Mage,Lucian,Marksman,Milio,Support,Rumble,Mage-Warrior,Trundle,Warrior,Akali,Assassin,Varus,Marksman,Nautilus,Tank-Support,61308,69643,0,1,1,4,1,0,3,3,0,0,16,24,1075,1071
0,1,Maokai,Tank,Wukong,Warrior,Taliyah,Mage,Xayah,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Viego,Warrior,Viktor,Mage,Aphelios,Marksman,Lulu,Support,65680,69651,1,1,1,5,1,0,10,10,2,2,18,25,964,1096
1,0,Gnar,Warrior,Jarvan IV,Tank-Warrior,Akali,Assassin,Caitlyn,Marksman,Milio,Support,Aatrox,Warrior,Udyr,Warrior,Azir,Mage,Aphelios,Marksman,Senna,Marksman-Support,74415,69686,1,0,3,3,1,0,8,8,1,1,21,17,1274,1261
1,0,Ornn,Warrior,Xin Zhao,Warrior,Akali,Assassin,Xayah,Marksman,Nautilus,Tank-Support,Jax,Warrior,Nocturne,Assassin,Neeko,Mage,Aphelios,Marksman,Rakan,Support,76818,69700,2,1,2,3,1,0,11,11,2,2,21,14,1237,1218
0,1,K'Sante,Tank-Warrior,Vi,Warrior,Azir,Mage,Kai'Sa,Marksman,Rakan,Support,Aatrox,Warrior,Xin Zhao,Warrior,Akali,Assassin,Seraphine,Mage-Support,Senna,Marksman-Support,57984,69834,0,2,1,4,1,0,3,8,0,1,4,16,1194,1264
0,1,Udyr,Warrior,Lee Sin,Warrior-Assassin,LeBlanc,Mage-Assassin,Kai'Sa,Marksman,Alistar,Tank-Support,Gnar,Warrior,Xin Zhao,Warrior,Tristana,Marksman,Zeri,Marksman,Rell,Tank-Support,64116,69850,1,1,2,3,1,0,7,10,0,2,17,27,1000,1070
0,1,Aatrox,Warrior,Jarvan IV,Tank-Warrior,Corki,Marksman,Lucian,Marksman,Nami,Support,Jax,Warrior,Maokai,Tank,LeBlanc,Mage-Assassin,Aphelios,Marksman,Milio,Support,71693,69853,1,0,3,3,0,0,5,5,0,0,17,13,1237,1218
0,1,K'Sante,Tank-Warrior,Maokai,Tank,Corki,Marksman,Aphelios,Marksman,Milio,Support,Gnar,Warrior,Rell,Tank-Support,Azir,Mage,Lucian,Marksman,Nami,Support,64050,69973,1,0,1,4,0,0,5,5,0,0,5,7,1297,1376
0,1,Fiora,Warrior,Ivern,Mage,Ahri,Mage,Jhin,Marksman,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Maokai,Tank,Orianna,Mage,Xayah,Marksman,Rakan,Support,63014,69995,0,1,2,4,1,0,3,3,0,0,11,15,1245,1298
0,1,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Corki,Marksman,Kalista,Marksman,Nautilus,Tank-Support,Malphite,Tank,Jax,Warrior,Akali,Assassin,Varus,Marksman,Rell,Tank-Support,58850,70103,0,2,2,3,0,1,3,10,0,2,13,25,1081,1090
0,1,Jax,Warrior,Lee Sin,Warrior-Assassin,Neeko,Mage,Varus,Marksman,Renata Glasc,Support,Udyr,Warrior,Brand,Mage,Tristana,Marksman,Lucian,Marksman,Nami,Support,68917,70246,1,0,3,3,0,0,7,7,1,1,22,15,1164,1158
0,1,Zac,Tank-Warrior,Viego,Warrior,Akali,Assassin,Varus,Marksman,Rakan,Support,Darius,Tank-Warrior,Rell,Tank-Support,Azir,Mage,Lucian,Marksman,Milio,Support,59950,70377,0,1,3,2,1,0,3,3,0,0,15,19,1019,1147
0,1,Poppy,Tank-Warrior,Vi,Warrior,Akali,Assassin,Jhin,Marksman,Ashe,Marksman,K'Sante,Tank-Warrior,Trundle,Warrior,Azir,Mage,Varus,Marksman,Senna,Marksman-Support,63420,70454,0,1,1,4,1,0,3,3,0,0,18,23,1111,1146
0,1,Jayce,Warrior,Brand,Mage,K'Sante,Tank-Warrior,Varus,Marksman,Neeko,Mage,Aatrox,Warrior,Viego,Warrior,Orianna,Mage,Kalista,Marksman,Renata Glasc,Support,61536,70695,0,1,1,5,1,0,4,4,0,0,12,20,1176,1174
